,CARGO,ESPECIALIDADE,INSCRICAO,IDENTIFICADOR,NOTA Algebra Linear,NOTA Analise Combinatória,NOTA Cálculo Diferencial e Integral,NOTA Geometria Analítica,NOTA Matemática Discreta,NOTA Probabilidade e Estatística,NOTA Lógica Matemática,NOTA Análise de Algoritmos,NOTA Algorítmos e Estrutura de Dados,NOTA Arquitetura e Organização de Computadores,NOTA Circuitos Digitais,NOTA Linguagens de Programação,"NOTA Linguagens formais, autômatos e Computabilidade",NOTA Organização de Arquivos e Dados,NOTA Sistemas Operacionais,NOTA Técnicas de Programação,NOTA Teoria dos Grafos,NOTA Banco de Dados,NOTA Compiladores,NOTA Computação Gráfica,NOTA Engenharia de Software,NOTA Inteligência Artificial,NOTA Processamento de Imagens,NOTA Redes de Computadores,NOTA Sistemas Distribuídos,NOTA TOTAL TO
2985,Mestrado/Doutorado,Inteligência Computacional,47101149619-8,"1,04003E+11",0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,3.0,21.0
2986,Mestrado/Doutorado,Computação Visual e Inteligência Artificial,47101171656-6,"1,00401E+11",0.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,34.0
2987,Mestrado/Doutorado,Bancos de Dados,47101146267-0,"1,042E+11",1.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,32.0
2988,Mestrado/Doutorado,Inteligência Artificial,47101146470-3,"1,05002E+11",0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,27.0
2989,Mestrado/Doutorado,Arquitetura de Computadores,47101146021-3,"1,01201E+11",1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,26.0
2990,Mestrado/Doutorado,Bioinformática e Computação Bioinspirada,47101146292-5,"1,014E+11",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,20.0
2991,Mestrado/Doutorado,"Sistemas Distribuídos e Programação Concorrente/Sistemas Embarcados, Evoluídos e Robóticos",47101172971-0,"1,04101E+11",1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,28.0
2992,Mestrado/Doutorado,Multimídia e Aplicações Avançadas,47101146421-2,"1,01201E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2993,Mestrado/Doutorado,Inteligência Computacional,47101174170-5,"1,002E+11",0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,20.0
2994,Mestrado/Doutorado,SISTEMAS INTEGRADOS E DISTRIBUÍDOS,47101165746-5,"1,01001E+11",0.0,2.0,1.0,2.0,0.0,1.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,29.0
2995,Mestrado/Doutorado,Sistemas de Informação,47101176923-5,"1,019E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2996,Mestrado/Doutorado,Engenharia de Software e Sistemas de Informação,47101149293-4,"1,01804E+11",1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,29.0
2997,Autoavaliação,,47102176566-2,"1,019E+11",0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,24.0
2998,Mestrado/Doutorado,Linguagens de Programação,47101174187-3,"1,00401E+11",1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,33.0
2999,Autoavaliação,,47102148408-2,"1,05305E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3000,Mestrado/Doutorado,Sistemas de Computação,47101153724-0,"1,034E+11",1.0,1.0,2.0,3.0,0.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,0.0,2.0,0.0,2.0,3.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,41.0
3001,Mestrado/Doutorado,Arquitetura de Computadores,47101146661-0,"1,01001E+11",0.0,2.0,1.0,2.0,0.0,0.0,3.0,3.0,2.0,2.0,1.0,3.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,36.0
3002,Mestrado/Doutorado,Banco de Dados,47101159385-9,"1,045E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3003,Mestrado/Doutorado,Tecnologia da Informação,47101147261-7,"1,05403E+11",0.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,30.0
3004,Mestrado/Doutorado,Computação Gráfica,47101147778-1,"1,05002E+11",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,20.0
3005,Mestrado/Doutorado,Sistemas Computacionais Complexos,47101174261-4,"1,05305E+11",1.0,2.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,27.0
3006,Mestrado/Doutorado,Sistemas Inteligentes,47101175089-2,"1,051E+11",0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,28.0
3007,Autoavaliação,,47102177148-3,"1,05305E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3008,Mestrado/Doutorado,SISTEMAS INTEGRADOS E DISTRIBUÍDOS,47101175478-3,"1,019E+11",1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,31.0
3009,Mestrado/Doutorado,"Robótica, Visão computacional e Processamento gráfico",47101173781-0,"1,038E+11",1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,27.0
3010,Mestrado/Doutorado,DESENVOLVIMENTO DE JOGOS DIGITAIS,47101174175-5,"1,04301E+11",0.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,34.0
3011,Mestrado/Doutorado,Infraestrutura de TI,47101150984-5,"1,02002E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3012,Mestrado/Doutorado,Banco de Dados e Engenharia de Software,47101156674-3,"1,015E+11",0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,21.0
3013,Mestrado/Doutorado,Computação Aplicada\Inteligência Computacional,47101173902-0,"1,00601E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3014,Mestrado/Doutorado,Aprendizagem de Ma?quina e Minerac?a?o,47101163955-5,"1,019E+11",1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,25.0
3015,Mestrado/Doutorado,Engenharia de Software e Sistemas de Informação/Sistemas Web e Multimídia Interativos,47101171847-2,"1,04901E+11",0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,35.0
3016,Autoavaliação,,47102175650-5,"1,04801E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3017,Mestrado/Doutorado,Ciência de Dados e Engenharia de Software,47101173941-2,"1,04003E+11",2.0,3.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,48.0
3018,Mestrado/Doutorado,Sistemas de Computação\Computação Aplicada,47101160403-9,"1,00703E+11",0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,20.0
3019,Mestrado/Doutorado,Sistemas de Informação,47101167069-3,"1,019E+11",1.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,3.0,46.0
3020,Mestrado/Doutorado,Outras\Algoritmos e Combinatória,47101148636-8,"1,05502E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3021,Mestrado/Doutorado,Projeto de Redes e Segurança de Dados,47101173338-0,"1,05305E+11",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,12.0
3022,Mestrado/Doutorado,Sistemas de Informação e Banco de Dados,47101147656-8,"1,029E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3023,Mestrado/Doutorado,Engenharia de Software e Banco de Dados,47101175275-9,"1,04003E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3024,Mestrado/Doutorado,Ciência de Dados e Engenharia de Software,47101173363-5,"1,002E+11",0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,21.0
3025,Mestrado/Doutorado,Sistemas Embarcados e Distribuídos,47101175546-6,"1,01804E+11",1.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,3.0,33.0
3026,Mestrado/Doutorado,Sistemas de Computação,47101166091-1,"1,01804E+11",1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,22.0
3027,Mestrado/Doutorado,Computação Aplicada,47101161331-2,"1,00703E+11",0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,21.0
3028,Mestrado/Doutorado,Engenharia de Sistema e Computação,47101161115-1,"1,05305E+11",0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,20.0
3029,Mestrado/Doutorado,Projeto de Sistemas Eletrônicos e Computacionais,47101175172-1,"1,027E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3030,Mestrado/Doutorado,Sistemas Computacionais Complexos,47101148590-0,"1,01101E+11",0.0,2.0,0.0,2.0,2.0,0.0,2.0,3.0,2.0,0.0,1.0,3.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,30.0
3031,Autoavaliação,,47102174701-5,"1,05502E+11",0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,18.0
3032,Mestrado/Doutorado,Engenharia de Software e Sistemas de Informação/Sistemas Web e Multimídia Interativos,47101150764-4,"1,05002E+11",1.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,29.0
3033,Mestrado/Doutorado,Banco de Dados e Imagens,47101146987-8,"1,05502E+11",0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,23.0
3034,Mestrado/Doutorado,"Sistemas Distribuídos e Programação Concorrente/Sistemas Embarcados, Evoluídos e Robóticos",47101172743-1,"1,038E+11",0.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,33.0
3035,Mestrado/Doutorado,"Sistemas Distribuídos e Programação Concorrente/Sistemas Embarcados, Evoluídos e Robóticos",47101154883-3,"1,01101E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3036,Mestrado/Doutorado,Inteligência Computacional,47101174059-1,"1,01101E+11",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,21.0
3037,Mestrado/Doutorado,Outras\Inteligência Artificial,47101167084-0,"1,04601E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3038,Mestrado/Doutorado,Teoria da Computação,47101174032-5,"1,019E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3039,Mestrado/Doutorado,"Algoritmos, Grafos e Combinatória",47101176175-8,"1,05305E+11",1.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,54.0
3040,Mestrado/Doutorado,Sistemas de Informação,47101148925-1,"1,04301E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3041,Autoavaliação,,47102175211-3,"1,00601E+11",1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,31.0
3042,Mestrado/Doutorado,Redes de computadores,47101147721-0,"1,026E+11",0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,28.0
3043,Mestrado/Doutorado,Fundamentos e Métodos de Computação,47101175173-1,"1,009E+11",0.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,29.0
3044,Mestrado/Doutorado,Sistemas de Computação,47101177035-4,"1,021E+11",0.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,23.0
3045,Mestrado/Doutorado,"Sistemas Distribuídos e Programação Concorrente/Sistemas Embarcados, Evoluídos e Robóticos",47101176523-6,"1,03201E+11",1.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,35.0
3046,Mestrado/Doutorado,Gestão da Informação,47101175833-0,"1,00703E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3047,Mestrado/Doutorado,Engenharia de Software e Sistemas de Informação/Sistemas Web e Multimídia Interativos,47101174224-1,"1,019E+11",1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,25.0
3048,Mestrado/Doutorado,Redes de Comunicação,47101171663-4,"1,00703E+11",1.0,2.0,2.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,30.0
3049,Mestrado/Doutorado,Sistemas de Computação,47101158314-5,"1,019E+11",1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,15.0
3050,Mestrado/Doutorado,Computação Aplicada a Biociências,47101157242-6,"1,00703E+11",3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,33.0
3051,Mestrado/Doutorado,Redes de Computadores e Sistemas Distribuídos,47101146024-3,"1,03601E+11",1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,23.0
3052,Mestrado/Doutorado,Redes de Computadores e Sistemas Embarcados,47101177120-3,"1,00801E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3053,Mestrado/Doutorado,Sistemas Distribuídos e Computação de Alto Desempenho,47101164930-5,"1,026E+11",0.0,2.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,3.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,29.0
3054,Mestrado/Doutorado,Sistemas de Informação,47101174834-3,"1,019E+11",0.0,3.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,31.0
3055,Mestrado/Doutorado,Inteligência Computacional,47101174449-2,"1,026E+11",0.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,25.0
3056,Mestrado/Doutorado,Modelos Computacionais e Cognitivos,47101150514-9,"1,034E+11",0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,3.0,3.0,31.0
3057,Mestrado/Doutorado,Engenharia de Software,47101154740-3,"1,03001E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3058,Autoavaliação,,47102147910-0,"1,003E+11",0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
3059,Autoavaliação,,47102149112-5,"1,05305E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3060,Mestrado/Doutorado,Projeto de Sistemas Eletrônicos e Computacionais,47101148052-0,"1,002E+11",0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,26.0
3061,Mestrado/Doutorado,Engenharia de software,47101163620-9,"1,01201E+11",1.0,3.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,37.0
3062,Mestrado/Doutorado,Inteligência Computacional,47101146043-0,"1,001E+11",0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,19.0
3063,Mestrado/Doutorado,ENGENHARIA DE SOFTWARE,47101173400-3,"1,034E+11",1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,2.0,38.0
3064,Mestrado/Doutorado,Redes de Computadores e Sistemas Distribuídos,47101152250-2,"1,03601E+11",1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,29.0
3065,Mestrado/Doutorado,Sistemas de Informação e Banco de Dados,47101149654-0,"1,01001E+11",0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,26.0
3066,Mestrado/Doutorado,Sistemas Inteligentes e Lógica,47101175617-9,"1,04101E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3067,Mestrado/Doutorado,Sistemas de Computação,47101149091-0,"1,05403E+11",1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,20.0
3068,Mestrado/Doutorado,Melhoria de Processo de Software,47101147236-2,"1,03201E+11",0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,22.0
3069,Mestrado/Doutorado,"Engenharia de software, Gerenciamento de Informações e Interfaces Homem-Computador",47101146743-0,"1,01101E+11",0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,25.0
3070,Mestrado/Doutorado,Sistemas de Computação,47101175485-1,"1,015E+11",2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,22.0
3071,Mestrado/Doutorado,Computação Aplicada a Biociências,47101174893-2,"1,05002E+11",0.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,37.0
3072,Mestrado/Doutorado,Transparência Organizacional,47101152459-7,"1,04601E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3073,Mestrado/Doutorado,Inteligência Computacional,47101169764-7,"1,05306E+11",1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,35.0
3074,Mestrado/Doutorado,Computação Flexível,47101162236-1,"1,04801E+11",1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,17.0
3075,Mestrado/Doutorado,Sistemas Computacionais Complexos,47101167581-6,"1,05306E+11",1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,24.0
3076,Mestrado/Doutorado,Engenharia de Software,47101174715-0,"1,05202E+11",1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,3.0,27.0
3077,Mestrado/Doutorado,Engenharia de Software,47101173425-0,"1,05502E+11",1.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,24.0
3078,Mestrado/Doutorado,Metodologia da Computação,47101176168-0,"1,026E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3079,Mestrado/Doutorado,Processamento de Imagens,47101165590-1,"1,01604E+11",0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,3.0,27.0
3080,Mestrado/Doutorado,"Visa?o Computacional, Realidade Virtual e Aumentada",47101175647-3,"1,04301E+11",1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,27.0
3081,Mestrado/Doutorado,Inteligencia Computacional,47101175530-8,"1,042E+11",0.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0
3082,Mestrado/Doutorado,Internet das Coisas e Aplicações Distribuídas,47101176343-8,"1,04003E+11",0.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,25.0
3083,Mestrado/Doutorado,Tecnologia da Informação,47101149252-1,"1,05202E+11",0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,33.0
3084,Mestrado/Doutorado,Computação Aplicada a Biociências,47101160783-6,"1,00703E+11",0.0,2.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,24.0
3085,Mestrado/Doutorado,Hardware e Software Básico,47101174994-0,"1,038E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3086,Mestrado/Doutorado,Processamento de Imagens e Sinais,47101146957-3,"1,05306E+11",1.0,3.0,0.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,34.0
3087,Mestrado/Doutorado,Inteligencia Artificial,47101175704-8,"1,042E+11",1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,30.0
