,CARGO,ESPECIALIDADE,INSCRICAO,IDENTIFICADOR,NOTA Algebra Linear,NOTA Analise Combinatória,NOTA Cálculo Diferencial e Integral,NOTA Geometria Analítica,NOTA Matemática Discreta,NOTA Probabilidade e Estatística,NOTA Lógica Matemática,NOTA Análise de Algoritmos,NOTA Algorítmos e Estrutura de Dados,NOTA Arquitetura e Organização de Computadores,NOTA Circuitos Digitais,NOTA Linguagens de Programação,"NOTA Linguagens formais, autômatos e Computabilidade",NOTA Organização de Arquivos e Dados,NOTA Sistemas Operacionais,NOTA Técnicas de Programação,NOTA Teoria dos Grafos,NOTA Banco de Dados,NOTA Compiladores,NOTA Computação Gráfica,NOTA Engenharia de Software,NOTA Inteligência Artificial,NOTA Processamento de Imagens,NOTA Redes de Computadores,NOTA Sistemas Distribuídos,NOTA TOTAL TO
512,Mestrado/Doutorado,Redes e Sistemas Distribuidos,47101162108-0,"1,016E+11",1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,3.0,26.0
513,Mestrado/Doutorado,Computação Visual,47101146667-0,"1,048E+11",0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,21.0
514,Mestrado/Doutorado,Computação Paralela e Distribuída,47101147215-6,"1,017E+11",2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,17.0
515,Mestrado/Doutorado,Inteligência artificial,47101173142-4,"1,016E+11",0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,31.0
516,Mestrado/Doutorado,Ciência de Dados e Engenharia de Software,47101150999-3,"1,04E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
517,Mestrado/Doutorado,Hardware e Software Básico,47101175685-6,"1,008E+11",1.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,0.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,3.0,40.0
518,Autoavaliação,,47102173245-5,"1,038E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
519,Mestrado/Doutorado,Sistemas Computacionais,47101174374-0,"1,006E+11",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,19.0
520,Mestrado/Doutorado,Computação Aplicada\ Sistemas de Computação,47101171638-0,"1,05E+11",0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,24.0
521,Mestrado/Doutorado,Processamento Grafico,47101147901-9,"1,018E+11",1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,31.0
522,Mestrado/Doutorado,Teoria,47101147161-0,"1,02E+11",1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,26.0
523,Mestrado/Doutorado,Inteligência Artificial,47101155607-0,"1,04E+11",1.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,3.0,51.0
524,Mestrado/Doutorado,Computação Aplicada a Biociências,47101146891-9,"1,05301E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
525,Mestrado/Doutorado,Biologia Computacional,47101158666-8,"1,012E+11",1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,44.0
526,Mestrado/Doutorado,Banco de Dados,47101177104-7,"1,046E+11",0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,23.0
527,Mestrado/Doutorado,Engenharia de Sistema e Computação,47101150822-9,"1,05301E+11",1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,22.0
528,Mestrado/Doutorado,"Arquitetura de Computadores, Compiladores e Design de Hardware",47101145991-0,"1,011E+11",2.0,1.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,2.0,0.0,3.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,3.0,34.0
529,Mestrado/Doutorado,Computação Visual e Inteligência Artificial,47101151534-1,"1,011E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
530,Mestrado/Doutorado,Inteligência Computacional,47101160328-8,"1,022E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
531,Mestrado/Doutorado,Redes de Computadores,47101174284-0,"1,041E+11",2.0,2.0,2.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,2.0,3.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,38.0
532,Mestrado/Doutorado,"Engenharia de software, Gerenciamento de Informações e Interfaces Homem-Computador",47101176111-9,"1,011E+11",2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,22.0
533,Mestrado/Doutorado,Redes e Sistemas Distribuidos,47101175776-5,"1,024E+11",0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,23.0
534,Mestrado/Doutorado,Ciência dos Dados,47101147984-4,"1,04E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
535,Mestrado/Doutorado,Sistemas de Computação,47101171336-8,"1,054E+11",1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,25.0
536,Mestrado/Doutorado,Modelos Computacionais e Cognitivos,47101160086-5,"1,009E+11",0.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,32.0
537,Mestrado/Doutorado,Computação Aplicada,47101157547-8,"1,054E+11",1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,29.0
538,Mestrado/Doutorado,Inteligencia Computacional,47101171987-2,"1,052E+11",0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,17.0
539,Mestrado/Doutorado,Sistemas Computacionais Complexos,47101175207-1,"1,052E+11",1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,23.0
540,Mestrado/Doutorado,Sistemas de Informação,47101172034-2,"1,037E+11",0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,29.0
541,Mestrado/Doutorado,Otimização e Inteligência Computacional,47101159609-5,"1,026E+11",0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,32.0
542,Mestrado/Doutorado,Inteligência Computacional,47101174157-9,"1,032E+11",0.0,2.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,26.0
543,Mestrado/Doutorado,Segurança,47101176246-0,"1,004E+11",1.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,36.0
544,Mestrado/Doutorado,"Robótica, Visão computacional e Processamento gráfico",47101150616-6,"1,052E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
545,Mestrado/Doutorado,Processamento de Imagens e Sinais,47101174616-2,"1,055E+11",0.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,28.0
546,Mestrado/Doutorado,Sistemas de Computação\Redes de Computadores,47101147544-2,"1,046E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
547,Mestrado/Doutorado,Modelos Computacionais e Cognitivos,47101146215-0,"1,01E+11",1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,20.0
548,Autoavaliação,,47102173587-0,"1,014E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
549,Mestrado/Doutorado,Multidisciplinar,47101146388-4,"1,007E+11",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,23.0
550,Mestrado/Doutorado,Sistemas Inteligentes,47101146963-1,"1,05301E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
551,Mestrado/Doutorado,Inteligência Computacional,47101176299-1,"1,004E+11",1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,26.0
552,Mestrado/Doutorado,Tecnologia da Informação,47101174480-5,"1,018E+11",1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,26.0
553,Mestrado/Doutorado,Gerenciamento de Dados e Informações,47101148254-5,"1,046E+11",1.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,33.0
554,Mestrado/Doutorado,Inteligência Computacional,47101173220-5,"1,05301E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
555,Mestrado/Doutorado,Otimização,47101171799-6,"1,008E+11",0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,3.0,32.0
556,Mestrado/Doutorado,Engenharia de Software,47101162504-9,"1,025E+11",1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,33.0
557,Mestrado/Doutorado,Inteligência Computacional,47101176165-0,"1,016E+11",0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,24.0
558,Mestrado/Doutorado,Contratos Eletrônicos,47101174704-1,"1,032E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
559,Mestrado/Doutorado,Sistemas Computacionais Complexos,47101170510-0,"1,045E+11",1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,32.0
560,Mestrado/Doutorado,Computação Aplicada\ Sistemas de Computação,47101171669-4,"1,05E+11",0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,31.0
561,Mestrado/Doutorado,Redes de Computadores e Sistemas Distribuidos,47101171783-8,"1,003E+11",1.0,3.0,0.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,41.0
562,Mestrado/Doutorado,Inteligência Computacional,47101163804-7,"1,015E+11",1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,28.0
563,Mestrado/Doutorado,Engenharia de software e Linguagens de programação,47101173495-7,"1,05301E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
564,Mestrado/Doutorado,Inteligência Artificial,47101176824-8,"1,04E+11",1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,27.0
565,Mestrado/Doutorado,Fundamentos e Métodos de Computação,47101146352-0,"1,028E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
566,Mestrado/Doutorado,Reconhecimento de Padro?es e Processamento de Sinais,47101175391-2,"1,054E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
567,Mestrado/Doutorado,Otimização,47101148396-5,"1,05301E+11",0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,15.0
568,Mestrado/Doutorado,Engenharia de software,47101147076-0,"1,012E+11",0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,18.0
569,Mestrado/Doutorado,Sistemas Computacionais Complexos,47101172578-1,"1,052E+11",0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,18.0
570,Mestrado/Doutorado,Aprendizagem de Ma?quina e Minerac?a?o,47101154056-0,"1,029E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
571,Mestrado/Doutorado,Ciência Computacional,47101150841-5,"1,019E+11",0.0,2.0,2.0,0.0,1.0,1.0,3.0,3.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,33.0
572,Mestrado/Doutorado,Projeto de Sistemas Eletrônicos e Computacionais,47101175418-4,"1,04E+11",1.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,28.0
573,Mestrado/Doutorado,Sistemas Computacionais Complexos,47101162629-2,"1,05301E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
574,Mestrado/Doutorado,Redes de Computadores e Sistemas Distribuidos,47101174725-8,"1,01E+11",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,20.0
575,Autoavaliação,,47102154951-0,"1,04E+11",0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,16.0
576,Mestrado/Doutorado,Ciência de Dados e Engenharia de Software,47101162823-7,"1,04E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
577,Mestrado/Doutorado,Gerenciamento de Dados e Informações,47101175561-2,"1,008E+11",0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,24.0
578,Mestrado/Doutorado,Inteligência Computacional,47101161516-0,"1,01601E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
579,Mestrado/Doutorado,Projeto de Sistemas Eletrônicos e Computacionais,47101175112-2,"1,04E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
580,Mestrado/Doutorado,ENGENHARIA DE SOFTWARE,47101148026-6,"1,034E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
581,Mestrado/Doutorado,Computação Aplicada,47101146923-9,"1,052E+11",0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,29.0
582,Mestrado/Doutorado,Inteligência e Modelagem Computacional,47101162902-8,"1,018E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
583,Mestrado/Doutorado,Engenharia de software e Linguagens de programação,47101145964-5,"1,055E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
584,Mestrado/Doutorado,Metodologia e Técnicas da Computação\ Engenharia de Software,47101174423-6,"1,03E+11",0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0
585,Mestrado/Doutorado,"SINAIS, SISTEMAS DIGITAIS E GRÁFICOS",47101172393-3,"1,01E+11",1.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,41.0
586,Mestrado/Doutorado,Metodologia e Técnicas da Computação\Banco de Dados,47101176891-5,"1,019E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
587,Mestrado/Doutorado,Sistemas Computacionais Complexos,47101146779-5,"1,05301E+11",0.0,3.0,0.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,41.0
588,Mestrado/Doutorado,Inteligência Computacional,47101175441-9,"1,01601E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
589,Mestrado/Doutorado,Inteligência Computacional,47101173752-6,"1,058E+11",1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,22.0
590,Mestrado/Doutorado,Inteligência artificial,47101149676-7,"1,01E+11",0.0,3.0,2.0,3.0,2.0,1.0,3.0,0.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,35.0
591,Mestrado/Doutorado,SISTEMAS INTEGRADOS E DISTRIBUÍDOS,47101146402-6,"1,01E+11",2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,23.0
592,Mestrado/Doutorado,ENGENHARIA DE SOFTWARE,47101162949-0,"1,033E+11",0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,2.0,2.0,24.0
593,Mestrado/Doutorado,Sistemas Digitais e Embarcados,47101171698-9,"1,048E+11",3.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,42.0
594,Mestrado/Doutorado,Engenharia de Software e Sistemas de Informação/Sistemas Web e Multimídia Interativos,47101149383-3,"1,045E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
595,Mestrado/Doutorado,Teoria da Computação,47101146665-0,"1,019E+11",1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,30.0
596,Mestrado/Doutorado,Metodologia e Técnicas da Computação\ Engenharia de Software,47101158862-2,"1,007E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
597,Mestrado/Doutorado,Gerenciamento de Dados e Informações,47101173949-2,"1,03E+11",2.0,1.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,33.0
598,Mestrado/Doutorado,Inteligência Computacional,47101172060-7,"1,01601E+11",1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,33.0
599,Mestrado/Doutorado,Computação Gráfica,47101171384-9,"1,026E+11",0.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,30.0
600,Mestrado/Doutorado,Projeto de Redes e Segurança de Dados,47101171623-1,"1,05301E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
601,Mestrado/Doutorado,Computação Aplicada a Biociências,47101173903-0,"1,03E+11",0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,22.0
602,Mestrado/Doutorado,Sistemas de Informação,47101173037-9,"1,047E+11",0.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,33.0
603,Mestrado/Doutorado,Engenharia de software,47101173847-5,"1,018E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
604,Mestrado/Doutorado,Sistemas de Computação,47101153286-3,"1,054E+11",1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,21.0
605,Mestrado/Doutorado,Computação Aplicada a Biociências,47101176333-0,"1,01601E+11",0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,27.0
606,Autoavaliação,,47102147384-4,"1,014E+11",0.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,31.0
607,Mestrado/Doutorado,Engenharia de Software,47101146950-3,"1,007E+11",0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,26.0
608,Mestrado/Doutorado,Ciência de Dados e Engenharia de Software,47101171873-7,"1,018E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
609,Mestrado/Doutorado,Inteligência Computacional,47101176596-3,"1,05E+11",0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,22.0
610,Mestrado/Doutorado,Sistemas Computacionais,47101176974-6,"1,05301E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
611,Mestrado/Doutorado,DESENVOLVIMENTO DE JOGOS DIGITAIS,47101155011-4,"1,034E+11",2.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,32.0
612,Mestrado/Doutorado,Sistemas Computacionais Complexos,47101171852-0,"1,038E+11",0.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,37.0
613,Mestrado/Doutorado,Otimização e Inteligência Computacional,47101148813-6,"1,008E+11",2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,35.0
614,Mestrado/Doutorado,Biologia Computacional,47101165577-5,"1,008E+11",0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,18.0
615,Mestrado/Doutorado,Outras\Inteligência Artificial,47101173827-9,"1,046E+11",0.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,29.0
616,Mestrado/Doutorado,Inteligência Computacional,47101171896-3,"1,028E+11",0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,21.0
617,Mestrado/Doutorado,Computação Aplicada a Biociências,47101165912-5,"1,05301E+11",0.0,2.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,39.0
618,Mestrado/Doutorado,Ciência dos Dados,47101156126-6,"1,011E+11",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,19.0
619,Mestrado/Doutorado,"Computação Pervasiva, Modelagem e Simulação",47101174785-7,"1,048E+11",1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,24.0
