,INSCRICAO,SEXO,CIDADE,ESTADO,CARGO,CÓDIGO,LOCAL DE PROVA,ANO
283,39401683928-9,M,São José do Rio Preto,SP,1-Mestrado/Doutorado,1,São José do Rio Preto - SP,2016
284,39401640063-5,M,Coxim,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2016
285,39401636762-9,M,Chapecó,SC,1-Mestrado/Doutorado,1,Chapecó - SC,2016
286,39401641077-0,M,Barra do Bugres,MT,1-Mestrado/Doutorado,1,Cuiabá - MT,2016
287,39401656875-5,M,Umuarama,PR,1-Mestrado/Doutorado,1,Maringá - PR,2016
288,39401684131-5,M,Xavantina,SC,1-Mestrado/Doutorado,1,Chapecó - SC,2016
289,39401642609-2,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2016
290,39401667123-5,M,Santa Maria,RS,1-Mestrado/Doutorado,1,Santa Maria - RS,2016
291,39401672265-9,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz - MA,2016
292,39401641433-6,M,Castro,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2016
293,39402652861-5,M,Florianópolis,SC,2-Autoavaliação,2,Florianópolis - SC,2016
294,39401639919-1,M,Campinas,SP,1-Mestrado/Doutorado,1,Campinas - SP,2016
295,39401685182-2,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2016
296,39401636198-0,M,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
297,39401663115-1,M,Jaú,SP,1-Mestrado/Doutorado,1,Bauru - SP,2016
298,39401660898-9,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
299,39401668083-3,M,Petrópolis,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2016
300,39401641460-0,M,Santa Maria,RS,1-Mestrado/Doutorado,1,Santa Maria - RS,2016
301,39401674768-8,M,Itajaí,SC,1-Mestrado/Doutorado,1,Joinville - SC,2016
302,39401652310-4,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
303,39401674174-2,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2016
304,39401640955-2,M,Nova Andradina,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2016
305,39401640889-0,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2016
306,39401684601-7,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
307,39401684088-9,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
308,39402641090-0,M,Porto Alegre,RS,2-Autoavaliação,2,Porto Alegre - RS,2016
309,39401660085-2,M,Castanhal,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
310,39401654433-0,M,Iporá,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2016
311,39401668361-9,M,Juiz de Fora,MG,1-Mestrado/Doutorado,1,Juiz de Fora - MG,2016
312,39401636788-5,M,Caxias,MA,1-Mestrado/Doutorado,1,Teresina - PI,2016
313,39401683643-3,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
314,39401667543-0,M,Sarandi,PR,1-Mestrado/Doutorado,1,Maringá - PR,2016
315,39401636532-0,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
316,39401672327-3,M,Vila Velha,ES,1-Mestrado/Doutorado,1,Vitória - ES,2016
317,39401656554-7,M,Pirassununga,SP,1-Mestrado/Doutorado,1,São Carlos - SP,2016
318,39401649961-8,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2016
319,39401635889-6,M,Presidente Prudente,SP,1-Mestrado/Doutorado,1,Presidente Prudente - SP,2016
320,39401657481-0,M,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
321,39401660765-7,M,Cascavel,PR,1-Mestrado/Doutorado,1,Cascavel - PR,2016
322,39401643933-5,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
323,39401682584-2,M,São José dos Pinhais,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2016
324,39401641461-0,M,Florestal,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2016
325,39401657104-3,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2016
326,39401641477-9,M,Cotia,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
327,39401641607-6,M,Crateús,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2016
328,39401682640-7,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2016
329,39401684338-0,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
330,39401670834-5,M,Joinville,SC,1-Mestrado/Doutorado,1,Joinville - SC,2016
331,39402663535-0,M,Aparecida de Goiânia,GO,2-Autoavaliação,2,Goiânia - GO,2016
332,39401676483-5,M,Cambé,PR,1-Mestrado/Doutorado,1,Londrina - PR,2016
333,39401641951-9,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
334,39402658365-7,M,Florianópolis,SC,2-Autoavaliação,2,Florianópolis - SC,2016
335,39401679437-3,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2016
336,39401682799-5,M,Estrela do Indaiá,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2016
337,39401636982-0,M,Santo André,SP,1-Mestrado/Doutorado,1,Santo André - SP,2016
338,39401684374-2,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
339,39401667778-0,M,Pato Branco,PR,1-Mestrado/Doutorado,1,Joinville - SC,2016
340,39401672743-9,F,Lençóis Paulista,SP,1-Mestrado/Doutorado,1,Bauru - SP,2016
341,39401640631-4,F,Campinas,SP,1-Mestrado/Doutorado,1,Poços das Caldas - MG,2016
342,39401664174-7,F,Guarujá,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
343,39401640445-8,M,Vitória,ES,1-Mestrado/Doutorado,1,Vitória - ES,2016
344,39401683934-7,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2016
345,39401647734-6,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2016
346,39401640109-3,M,Campinas,SP,1-Mestrado/Doutorado,1,Campinas - SP,2016
347,39401666434-9,F,Parnamirim,RN,1-Mestrado/Doutorado,1,Natal - RN,2016
348,39401657217-9,F,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
349,39401649744-7,F,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2016
350,39402655745-0,M,São José dos Campos,SP,2-Autoavaliação,2,São José dos Campus - SP,2016
351,39401640339-2,F,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2016
352,39401679468-8,F,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2016
353,39401640893-8,F,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
354,39401638881-5,F,Romaria,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2016
355,39401674240-5,F,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2016
356,39401684323-1,F,Ponta Grossa,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2016
357,39401647623-0,M,Santo Antônio da Patrulha,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2016
358,39401640001-6,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2016
359,39401640224-7,M,Juiz de Fora,MG,1-Mestrado/Doutorado,1,Juiz de Fora - MG,2016
360,39401635780-9,M,Passos,MG,1-Mestrado/Doutorado,1,Ribeirão Preto - SP,2016
361,39401648993-6,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2016
362,39401641430-6,M,Lavras,MG,1-Mestrado/Doutorado,1,Lavras - MG,2016
363,39401656394-5,M,João Pessoa,PB,1-Mestrado/Doutorado,1,João Pessoa - PB,2016
364,39401684105-0,F,Ibirama,SC,1-Mestrado/Doutorado,1,Florianópolis - SC,2016
365,39401656777-8,F,Teresina,PI,1-Mestrado/Doutorado,1,Teresina - PI,2016
366,39401641611-4,M,Formiga,MG,1-Mestrado/Doutorado,1,Lavras - MG,2016
367,39401670221-3,M,Cascavel,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2016
368,39401652462-2,F,Imperatriz,MA,1-Mestrado/Doutorado,1,Imperatriz - MA,2016
369,39401643472-1,M,Ponta Porã,MS,1-Mestrado/Doutorado,1,Ponta Porã - MS,2016
370,39401648879-2,M,Ananindeua,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
371,39401664516-7,M,Oeiras,PI,1-Mestrado/Doutorado,1,Bogotá - COLÔMBIA,2016
372,39401666734-0,M,Teresina,PI,1-Mestrado/Doutorado,1,Teresina - PI,2016
373,39401668233-7,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
374,39401637336-1,M,Vazante,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2016
375,39401675847-5,M,Mamanguape,PB,1-Mestrado/Doutorado,1,João Pessoa - PB,2016
376,39402645148-1,M,Floriano,PI,2-Autoavaliação,2,Teresina - PI,2016
377,39401640035-0,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz - MA,2016
378,39401636165-5,M,Limoeiro do Norte,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2016
379,39401658556-0,M,Guarulhos,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
380,39401657500-2,M,Presidente Epitácio,SP,1-Mestrado/Doutorado,1,Presidente Prudente - SP,2016
381,39401640283-6,M,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
382,39401640890-8,M,Barra do Garças,MT,1-Mestrado/Doutorado,1,Brasilia - DF,2016
383,39401639175-2,M,Caxias,MA,1-Mestrado/Doutorado,1,Teresina - PI,2016
384,39402638443-7,M,Teresina,PI,2-Autoavaliação,2,Teresina - PI,2016
385,39401668530-9,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz - MA,2016
386,39401684720-0,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2016
387,39401641272-4,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2016
388,39401645933-8,M,Maringá,PR,1-Mestrado/Doutorado,1,Bauru - SP,2016
389,39401643487-0,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2016
390,39401635333-9,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz - MA,2016
391,39401639245-5,M,Baraúna,RN,1-Mestrado/Doutorado,1,Mossoró - RN,2016
392,39401670865-0,M,Bandeirantes,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2016
393,39401636514-3,M,Cariacica,ES,1-Mestrado/Doutorado,1,Vitória - ES,2016
394,39401648265-0,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
395,39401676970-3,M,Parnaíba,PI,1-Mestrado/Doutorado,1,Teresina - PI,2016
396,39401671562-4,M,Serra Talhada,PE,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
397,39401658352-5,F,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos - SP,2016
398,39401642887-2,F,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz - MA,2016
399,39401665303-0,M,Manacapuru,AM,1-Mestrado/Doutorado,1,Manaus - AM,2016
400,39401669286-4,F,Ituiutaba,MG,1-Mestrado/Doutorado,1,São Carlos - SP,2016
401,39401639984-9,M,Anápolis,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2016
402,39401640188-9,M,Esperança,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
403,39401665105-6,M,Vitória da Conquista,BA,1-Mestrado/Doutorado,1,Vitória da Conquista - BA,2016
404,39401642241-6,M,Ananindeua,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
405,39401683292-5,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
406,39401683694-4,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
407,39401671563-4,M,João Pessoa,PB,1-Mestrado/Doutorado,1,João Pessoa - PB,2016
408,39401642536-0,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2016
409,39401656238-9,M,Primeiro de Maio,PR,1-Mestrado/Doutorado,1,Londrina - PR,2016
410,39401684713-2,M,Formiga,MG,1-Mestrado/Doutorado,1,Lavras - MG,2016
411,39401672753-7,M,Américo Brasiliense,SP,1-Mestrado/Doutorado,1,São Carlos - SP,2016
412,39401654205-1,M,João Monlevade,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2016
413,39401671788-5,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2016
414,39401644505-8,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2016
415,39401635625-2,M,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis - SC,2016
416,39401664130-4,M,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
417,39401683692-4,M,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
418,39401684205-8,M,Juiz de Fora,MG,1-Mestrado/Doutorado,1,Juiz de Fora - MG,2016
419,39401672775-3,M,Mãe D Água,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
420,39401658280-2,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
421,39401654873-2,M,Palmeira dos Índios,AL,1-Mestrado/Doutorado,1,Maceió - AL,2016
422,39401668346-2,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2016
423,39401675687-3,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2016
424,39401659360-0,M,Alegre,ES,1-Mestrado/Doutorado,1,Alegre - ES,2016
425,39401650622-1,M,Lagoa Seca,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
426,39401670674-3,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz - MA,2016
427,39401652303-6,M,Araucária,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2016
428,39402654202-5,M,São Luís,MA,2-Autoavaliação,2,São Luiz - MA,2016
429,39401639653-2,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
430,39401636518-3,M,Teresina,PI,1-Mestrado/Doutorado,1,Teresina - PI,2016
431,39401667326-0,M,Marilândia,ES,1-Mestrado/Doutorado,1,Vitória - ES,2016
432,39401653269-4,F,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2016
433,39401678483-8,M,Arequipa,PE,1-Mestrado/Doutorado,1,Arequipa - PERU,2016
434,39401676848-1,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2016
435,39401655310-3,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
436,39401654280-7,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2016
437,39401646569-0,M,Florestal,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2016
438,39401668409-7,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2016
439,39401673351-4,M,Guarabira,PB,1-Mestrado/Doutorado,1,João Pessoa - PB,2016
440,39401677976-0,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2016
441,39402641602-0,M,Caçapava do Sul,RS,2-Autoavaliação,2,Santa Maria - RS,2016
442,39401640408-5,M,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
443,39401678906-9,M,Serra,ES,1-Mestrado/Doutorado,1,Vitória - ES,2016
444,39401674125-1,M,Senador Canedo,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2016
445,39401636896-0,F,Botucatu,SP,1-Mestrado/Doutorado,1,Bauru - SP,2016
446,39401669639-2,F,Lavras,MG,1-Mestrado/Doutorado,1,Lavras - MG,2016
447,39401664665-5,F,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
448,39401683812-3,F,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2016
449,39401671842-0,F,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
450,39401652995-3,F,Lins,SP,1-Mestrado/Doutorado,1,Bauru - SP,2016
451,39401639892-0,F,Salto,SP,1-Mestrado/Doutorado,1,Campinas - SP,2016
452,39401646597-4,F,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
453,39401673453-1,F,Ananindeua,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
454,39401671083-4,F,Vitória da Conquista,BA,1-Mestrado/Doutorado,1,Vitória da Conquista - BA,2016
455,39401656699-7,M,Maceió,AL,1-Mestrado/Doutorado,1,Maceió - AL,2016
456,39401675422-0,M,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos - SP,2016
457,39401662941-8,M,Guajará-Mirim,RO,1-Mestrado/Doutorado,1,Cuiabá - MT,2016
458,39402654093-4,M,Florianópolis,SC,2-Autoavaliação,2,Florianópolis - SC,2016
459,39401684416-0,M,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis - SC,2016
460,39401685073-7,M,Ponta Grossa,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2016
461,39401635049-5,M,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis - SC,2016
462,39401651576-1,M,Santa Maria,RS,1-Mestrado/Doutorado,1,Santa Maria - RS,2016
463,39402684355-0,M,Florianópolis,SC,2-Autoavaliação,2,Florianópolis - SC,2016
464,39401670397-8,F,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2016
465,39401677650-1,F,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2016
466,39401642524-1,F,Anápolis,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2016
467,39401670292-0,F,Bauru,SP,1-Mestrado/Doutorado,1,Bauru - SP,2016
468,39401635430-6,F,São José,SC,1-Mestrado/Doutorado,1,Florianópolis - SC,2016
469,39401644095-5,M,Rio Verde,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2016
470,39401671658-3,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2016
471,39401656282-0,M,Juliaca,OU,1-Mestrado/Doutorado,1,Arequipa - PERU,2016
472,39401637482-0,M,Lima,OU,1-Mestrado/Doutorado,1,Lima - PERU,2016
473,39401656697-7,F,Coxim,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2016
474,39401676493-3,F,Cáceres,MT,1-Mestrado/Doutorado,1,Cuiabá - MT,2016
475,39401659045-1,F,Poços de Caldas,MG,1-Mestrado/Doutorado,1,Poços das Caldas - MG,2016
476,39401650752-3,M,Promissão,SP,1-Mestrado/Doutorado,1,Bauru - SP,2016
477,39401667161-8,M,Natal,RN,1-Mestrado/Doutorado,1,Natal - RN,2016
478,39401661256-9,M,Valinhos,SP,1-Mestrado/Doutorado,1,Campinas - SP,2016
479,39401660347-1,M,Inconfidentes,MG,1-Mestrado/Doutorado,1,Lavras - MG,2016
480,39402641822-0,M,Juiz de Fora,MG,2-Autoavaliação,2,Juiz de Fora - MG,2016
481,39401675304-6,M,Vitória da Conquista,BA,1-Mestrado/Doutorado,1,Vitória da Conquista - BA,2016
482,39401660961-1,M,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos - SP,2016
483,39401671228-0,M,Araxá,MG,1-Mestrado/Doutorado,1,São Carlos - SP,2016
484,39401675980-5,M,Rio Grande,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2016
485,39401637483-0,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2016
486,39401641020-9,M,Teresina,PI,1-Mestrado/Doutorado,1,Teresina - PI,2016
487,39401672366-6,M,Ponta Grossa,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2016
488,39401660760-7,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
489,39401671450-9,M,Araraquara,SP,1-Mestrado/Doutorado,1,São Carlos - SP,2016
490,39401671191-0,M,Petrolina,PE,1-Mestrado/Doutorado,1,Maceió - AL,2016
491,39402684340-1,M,Porto Alegre,RS,2-Autoavaliação,2,Porto Alegre - RS,2016
492,39401665180-1,F,Cuiabá,MT,1-Mestrado/Doutorado,1,Cuiabá - MT,2016
493,39401683828-1,F,Dom Pedrito,RS,1-Mestrado/Doutorado,1,Santa Maria - RS,2016
494,39402684011-5,F,Itaquaquecetuba,SP,2-Autoavaliação,2,São Paulo - SP,2016
495,39401652581-6,F,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
496,39401683652-1,F,Mossoró,RN,1-Mestrado/Doutorado,1,Mossoró - RN,2016
497,39401648345-1,F,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
498,39401636566-4,M,Aracaju,SE,1-Mestrado/Doutorado,1,Aracaju - SE,2016
499,39401646424-0,M,Anápolis,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2016
500,39401641963-7,M,Manaus,AM,1-Mestrado/Doutorado,1,Manaus - AM,2016
501,39401670767-2,M,Natal,RN,1-Mestrado/Doutorado,1,Natal - RN,2016
502,39401641126-6,M,Ananindeua,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
503,39401650472-8,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2016
504,39401635199-3,M,Quebra Côco -Sidrolândia,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2016
505,39401662945-8,M,Cuiabá,MT,1-Mestrado/Doutorado,1,Cuiabá - MT,2016
506,39401682626-0,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2016
507,39401653237-0,M,Santa Maria,RS,1-Mestrado/Doutorado,1,Santa Maria - RS,2016
508,39401678426-9,M,Vila Velha,ES,1-Mestrado/Doutorado,1,Vitória - ES,2016
509,39401670101-0,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2016
510,39401672117-0,M,Bagé,RS,1-Mestrado/Doutorado,1,Pelotas - RS,2016
511,39401648367-8,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2016
512,39402668742-5,M,Rio Claro,SP,2-Autoavaliação,2,São Carlos - SP,2016
513,39401679313-0,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2016
514,39401668768-8,M,Rio Claro,SP,1-Mestrado/Doutorado,1,São Carlos - SP,2016
515,39401670253-8,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2016
516,39401667549-0,M,Ribeirão Preto,SP,1-Mestrado/Doutorado,1,Ribeirão Preto - SP,2016
517,39401641593-2,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2016
518,39401670437-6,M,Alfenas,MG,1-Mestrado/Doutorado,1,Poços das Caldas - MG,2016
519,39401660707-8,M,Formiga,MG,1-Mestrado/Doutorado,1,Lavras - MG,2016
520,39401685134-1,M,Itaituba,PA,1-Mestrado/Doutorado,1,Goiânia - GO,2016
521,39401672883-9,M,São José de Ribamar,MA,1-Mestrado/Doutorado,1,São Luiz - MA,2016
522,39401640879-1,M,Guarulhos,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
523,39401672865-2,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2016
524,39401667360-2,M,Ourinhos,SP,1-Mestrado/Doutorado,1,Bauru - SP,2016
525,39401650259-7,M,Osasco,SP,1-Mestrado/Doutorado,1,São Carlos - SP,2016
526,39401646707-5,M,Jaú,SP,1-Mestrado/Doutorado,1,Bauru - SP,2016
527,39401648426-2,M,São José,SC,1-Mestrado/Doutorado,1,Florianópolis - SC,2016
528,39401640023-2,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2016
529,39401644619-3,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2016
530,39401639168-4,M,Bauru,SP,1-Mestrado/Doutorado,1,Bauru - SP,2016
531,39401684624-3,M,Palmas,PR,1-Mestrado/Doutorado,1,Chapecó - SC,2016
532,39401673884-5,M,Araxá,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2016
533,39401665808-7,M,Cariacica,ES,1-Mestrado/Doutorado,1,Vitória - ES,2016
534,39401671664-1,M,Petrópolis,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2016
535,39401636152-7,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2016
536,39401668532-9,M,Redenção,PA,1-Mestrado/Doutorado,1,Palmas - TO,2016
537,39401683838-0,M,Ouro Preto,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2016
538,39401664000-2,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2016
539,39401640780-2,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2016
540,39401641224-3,M,Marília,SP,1-Mestrado/Doutorado,1,Bauru - SP,2016
541,39401641560-8,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2016
542,39401640336-2,M,Quixeramobim,CE,1-Mestrado/Doutorado,1,Quixadá - CE,2016
543,39401653600-4,M,Taboão da Serra,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
544,39401675802-2,M,Presidente Epitácio,SP,1-Mestrado/Doutorado,1,Presidente Prudente - SP,2016
545,39401645095-1,M,Teresina,PI,1-Mestrado/Doutorado,1,Teresina - PI,2016
546,39401684948-1,M,Aracaju,SE,1-Mestrado/Doutorado,1,Aracaju - SE,2016
547,39401684117-9,M,João Pessoa,PB,1-Mestrado/Doutorado,1,João Pessoa - PB,2016
548,39401658958-9,M,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis - SC,2016
549,39401660441-9,M,Vitória,ES,1-Mestrado/Doutorado,1,Vitória - ES,2016
550,39401670687-1,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2016
551,39401669168-0,M,Campo Mourão,PR,1-Mestrado/Doutorado,1,Maringá - PR,2016
552,39401685054-0,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2016
553,39401682928-2,M,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis - SC,2016
554,39401665333-5,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2016
555,39401637611-7,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2016
556,39402682959-0,M,Porto Alegre,RS,2-Autoavaliação,2,Porto Alegre - RS,2016
557,39401684208-8,M,Foz do Iguaçu,PR,1-Mestrado/Doutorado,1,Foz do Iguaçu - PR,2016
558,39401640850-5,M,Itacoatiara,AM,1-Mestrado/Doutorado,1,Manaus - AM,2016
559,39401670691-0,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2016
560,39401652522-7,M,Lavras,MG,1-Mestrado/Doutorado,1,Lavras - MG,2016
561,39401645994-7,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
562,39401635797-7,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz - MA,2016
563,39402639228-2,M,São Carlos,SP,2-Autoavaliação,2,São Carlos - SP,2016
564,39401635519-7,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2016
565,39401644941-0,M,Serra,ES,1-Mestrado/Doutorado,1,Vitória - ES,2016
