,INSCRICAO,SEXO,CIDADE,ESTADO,CARGO,CÓDIGO,LOCAL DE PROVA,ANO
13955,51801394910-5,M,Aracati,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2019
13956,51801396296-2,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
13957,51801393599-5,M,Brasília,DF,1-Mestrado/Doutorado,1,Brasília/DF,2019
13958,51801368695-8,M,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2019
13959,51801377363-0,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2019
13960,51801392689-8,M,Campinas,SP,1-Mestrado/Doutorado,1,Campinas/SP,2019
13961,51801354142-0,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2019
13962,51801393252-0,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz/MA,2019
13963,51802396669-0,M,Uberlândia,MG,2-Autoavaliação,2,Uberlândia/MG,2019
13964,51801393916-9,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2019
13965,51802391952-2,M,Porto Alegre,RS,2-Autoavaliação,2,Lima/PERU,2019
13966,51801389020-4,F,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2019
13967,51801392384-6,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz/MA,2019
13968,51801397487-5,M,Brasília,DF,1-Mestrado/Doutorado,1,Brasília/DF,2019
13969,51801372410-5,F,Rondonópolis,MT,1-Mestrado/Doutorado,1,Cuiabá/MT,2019
13970,51801354660-2,F,São Luís,MA,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2019
13971,51801373726-1,F,Lages,SC,1-Mestrado/Doutorado,1,Chapecó/SC,2019
13972,51801371017-0,F,Lavras,MG,1-Mestrado/Doutorado,1,Lavras/MG,2019
13973,51801371672-2,M,Porto Feliz,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
13974,51801395494-0,F,Ponta Porã,MS,1-Mestrado/Doutorado,1,Ponta Porã/MS,2019
13975,51801386185-1,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2019
13976,51801395089-3,M,Pelotas,RS,1-Mestrado/Doutorado,1,Pelotas/RS,2019
13977,51801395458-8,M,Jataí,GO,1-Mestrado/Doutorado,1,Jataí/GO,2019
13978,51801391056-3,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2019
13979,51801395140-8,M,Sarandi,PR,1-Mestrado/Doutorado,1,Maringá/PR,2019
13980,51801354736-5,M,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2019
13981,51801392422-4,M,Pirajuí,SP,1-Mestrado/Doutorado,1,Bauru/SP,2019
13982,51801353917-7,M,Vitória da Conquista,BA,1-Mestrado/Doutorado,1,Vitória da Conquista/BA,2019
13983,51801376772-1,M,Palmas,TO,1-Mestrado/Doutorado,1,Palmas/TO,2019
13984,51801362094-6,M,Anápolis,GO,1-Mestrado/Doutorado,1,Goiânia/GO,2019
13985,51802371649-1,M,Fortaleza,CE,2-Autoavaliação,2,Fortaleza/CE,2019
13986,51801368887-4,M,Poá,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
13987,51801361047-9,M,Belém,PA,1-Mestrado/Doutorado,1,Belém/PA,2019
13988,51801392972-1,M,João Pessoa,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2019
13989,51801369848-8,M,Juiz de Fora,MG,1-Mestrado/Doutorado,1,Juiz de Fora/MG,2019
13990,51801394833-4,M,Gravatal,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2019
13991,51801354503-6,M,Vitória,ES,1-Mestrado/Doutorado,1,Vitória/ES,2019
13992,51801392903-4,M,Bandeirantes,PR,1-Mestrado/Doutorado,1,Londrina/PR,2019
13993,51802394408-4,M,Alegrete,RS,2-Autoavaliação,2,Alegrete/RS,2019
13994,51801375969-1,M,Uberaba,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2019
13995,51801392545-8,M,Alegrete,RS,1-Mestrado/Doutorado,1,Alegrete/RS,2019
13996,51801392946-7,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
13997,51801372335-4,M,Bandeirantes,PR,1-Mestrado/Doutorado,1,Londrina/PR,2019
13998,51801395308-0,M,Alegrete,RS,1-Mestrado/Doutorado,1,Cascavel/PR,2019
13999,51801354029-6,M,Teresina,PI,1-Mestrado/Doutorado,1,Teresina/PI,2019
14000,51801368646-7,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14001,51801394439-5,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre/RS,2019
14002,51801354338-6,M,Santos,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14003,51802392934-2,M,Belém,PA,2-Autoavaliação,2,Belém/PA,2019
14004,51801395970-0,M,Ribeirão Preto,SP,1-Mestrado/Doutorado,1,Ribeirão Preto/SP,2019
14005,51801365489-6,M,Joinville,SC,1-Mestrado/Doutorado,1,Joinville/SC,2019
14006,51801355523-9,M,Teresina,PI,1-Mestrado/Doutorado,1,Teresina/PI,2019
14007,51801392135-0,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2019
14008,51801368965-5,M,São José do Rio Preto,SP,1-Mestrado/Doutorado,1,São José do Rio Preto/SP,2019
14009,51802393624-9,M,Rio Grande,RS,2-Autoavaliação,2,Pelotas/RS,2019
14010,51801355559-3,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2019
14011,51801393957-1,M,Santa Luzia,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14012,51801389913-1,M,Itaqui,RS,1-Mestrado/Doutorado,1,Alegrete/RS,2019
14013,51801392825-3,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2019
14014,51801357252-4,M,Redenção,PA,1-Mestrado/Doutorado,1,Palmas/TO,2019
14015,51801397223-1,M,Salvador,BA,1-Mestrado/Doutorado,1,Salvador/BA,2019
14016,51801394765-1,M,Londrina,PR,1-Mestrado/Doutorado,1,Londrina/PR,2019
14017,51801371626-1,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14018,51801393818-1,M,Ibirama,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2019
14019,51801392869-6,M,Santa Maria,RS,1-Mestrado/Doutorado,1,Santa Maria/RS,2019
14020,51801394942-0,M,Gravataí,RS,1-Mestrado/Doutorado,1,Porto Alegre/RS,2019
14021,51801395432-1,M,Catalão,GO,1-Mestrado/Doutorado,1,Uberlândia/MG,2019
14022,51801354069-9,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14023,51801394379-0,F,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2019
14024,51801395081-3,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia/GO,2019
14025,51801381597-7,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2019
14026,51801354314-0,F,Belém,PA,1-Mestrado/Doutorado,1,Belém/PA,2019
14027,51801394881-5,M,Ananindeua,PA,1-Mestrado/Doutorado,1,Belém/PA,2019
14028,51801395370-7,M,Caxias,MA,1-Mestrado/Doutorado,1,Teresina/PI,2019
14029,51801394007-1,F,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14030,51801391504-9,F,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14031,51801394850-0,M,Vitória,ES,1-Mestrado/Doutorado,1,Vitória/ES,2019
14032,51801395339-4,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14033,51801354326-8,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14034,51801368133-2,M,Contagem,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14035,51801385730-8,M,Quixadá,CE,1-Mestrado/Doutorado,1,Quixadá/CE,2019
14036,51801389592-8,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14037,51801385353-5,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2019
14038,51801356349-7,M,Taubaté,SP,1-Mestrado/Doutorado,1,São José dos Campos/SP,2019
14039,51801368002-0,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2019
14040,51801392455-9,M,Brasília,DF,1-Mestrado/Doutorado,1,Brasília/DF,2019
14041,51801356234-1,F,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2019
14042,51801391836-5,F,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14043,51801382000-3,M,Santa Rosa de Viterbo,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2019
14044,51801391440-4,M,Lima,OU,1-Mestrado/Doutorado,1,Lima/PERU,2019
14045,51801354553-7,M,Parnamirim,RN,1-Mestrado/Doutorado,1,Natal/RN,2019
14046,51801394329-0,M,Aracaju,SE,1-Mestrado/Doutorado,1,Aracaju/SE,2019
14047,51801371113-7,M,Natal,RN,1-Mestrado/Doutorado,1,Natal/RN,2019
14048,51801353970-6,F,Mossoró,RN,1-Mestrado/Doutorado,1,Mossoró/RN,2019
14049,51801392374-8,F,Campinas,SP,1-Mestrado/Doutorado,1,Campinas/SP,2019
14050,51801354479-6,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14051,51801373567-0,F,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2019
14052,51801394397-7,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14053,51801354943-8,M,Santo André,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14054,51801368769-0,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14055,51801368635-9,M,Arcos,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14056,51801377072-7,M,Belém,PA,1-Mestrado/Doutorado,1,Belém/PA,2019
14057,51801354127-3,M,Vitória,ES,1-Mestrado/Doutorado,1,Vitória/ES,2019
14058,51801396812-0,M,Cuiabá,MT,1-Mestrado/Doutorado,1,Cuiabá/MT,2019
14059,51801395131-0,M,Francisco Beltrão,PR,1-Mestrado/Doutorado,1,Chapecó/SC,2019
14060,51801375640-3,M,Belém,PA,1-Mestrado/Doutorado,1,Belém/PA,2019
14061,51801355355-9,M,Palmas,TO,1-Mestrado/Doutorado,1,Palmas/TO,2019
14062,51801394542-0,M,Ananindeua,PA,1-Mestrado/Doutorado,1,Belém/PA,2019
14063,51801389946-6,M,Lages,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2019
14064,51801354526-2,M,Senador Sá,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2019
14065,51801390419-3,M,Pelotas,RS,1-Mestrado/Doutorado,1,Pelotas/RS,2019
14066,51801393513-0,M,Lavras,MG,1-Mestrado/Doutorado,1,Lavras/MG,2019
14067,51802393864-6,M,Cambé,PR,2-Autoavaliação,2,Londrina/PR,2019
14068,51801354257-5,F,Bauru,SP,1-Mestrado/Doutorado,1,Bauru/SP,2019
14069,51801395008-8,F,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2019
14070,51801383029-6,F,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2019
14071,51801395270-0,M,Aracati,CE,1-Mestrado/Doutorado,1,Mossoró/RN,2019
14072,51802395320-0,M,Belo Horizonte,MG,2-Autoavaliação,2,Belo Horizonte/MG,2019
14073,51801354185-2,M,Castanhal,PA,1-Mestrado/Doutorado,1,Belém/PA,2019
14074,51801393265-9,M,Batayporã,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2019
14075,51801372326-6,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2019
14076,51801394194-2,M,Jales,SP,1-Mestrado/Doutorado,1,São José do Rio Preto/SP,2019
14077,51801369504-3,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2019
14078,51801392643-5,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14079,51801395216-0,M,Passos,MG,1-Mestrado/Doutorado,1,Ribeirão Preto/SP,2019
14080,51801369868-4,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14081,51801388982-2,M,Contagem,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14082,51801393856-4,M,Campinas,SP,1-Mestrado/Doutorado,1,Campinas/SP,2019
14083,51801384139-8,M,Florianópolis,SC,1-Mestrado/Doutorado,1,Campinas/SP,2019
14084,51801393749-9,M,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2019
14085,51801394289-1,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14086,51802392172-7,M,Fortaleza,CE,2-Autoavaliação,2,Fortaleza/CE,2019
14087,51801388359-4,M,Silveira Martins,RS,1-Mestrado/Doutorado,1,Santa Maria/RS,2019
14088,51801354798-4,F,Aracati,CE,1-Mestrado/Doutorado,1,Mossoró/RN,2019
14089,51801394478-8,M,Teresina,PI,1-Mestrado/Doutorado,1,Teresina/PI,2019
14090,51801381297-5,F,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2019
14091,51801354430-3,M,São José de Ribamar,MA,1-Mestrado/Doutorado,1,São Luiz/MA,2019
14092,51801394394-7,M,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2019
14093,51801388240-9,M,Paço do Lumiar,MA,1-Mestrado/Doutorado,1,São Luiz/MA,2019
14094,51801395869-5,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14095,51801397031-5,M,Francisco Beltrão,PR,1-Mestrado/Doutorado,1,Chapecó/SC,2019
14096,51801393755-7,M,São José,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2019
14097,51801387179-0,M,Rialma,GO,1-Mestrado/Doutorado,1,Goiânia/GO,2019
14098,51801393842-6,M,Brasília,DF,1-Mestrado/Doutorado,1,Brasília/DF,2019
14099,51801394495-4,M,Maringá,PR,1-Mestrado/Doutorado,1,Maringá/PR,2019
14100,51802354318-3,M,Joinville,SC,2-Autoavaliação,2,Joinville/SC,2019
14101,51802353961-1,M,Muzambinho,MG,2-Autoavaliação,2,Poços de Caldas/MG,2019
14102,51801376767-3,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14103,51801378007-6,M,Cotia,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14104,51801357141-9,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2019
14105,51801393844-6,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14106,51801393931-5,M,Manaus,AM,1-Mestrado/Doutorado,1,Manaus/AM,2019
14107,51801354355-2,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2019
14108,51802390164-6,M,Marília,SP,2-Autoavaliação,2,Bauru/SP,2019
14109,51801393834-8,M,Lins,SP,1-Mestrado/Doutorado,1,Bauru/SP,2019
14110,51801394377-0,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14111,51801394665-4,M,Barrinha,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2019
14112,51801389076-5,M,Catanduva,SP,1-Mestrado/Doutorado,1,São José do Rio Preto/SP,2019
14113,51801354936-0,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia/GO,2019
14114,51801393627-5,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2019
14115,51801354210-2,M,Alagoinhas,BA,1-Mestrado/Doutorado,1,Salvador/BA,2019
14116,51801396975-7,M,Montes Claros,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14117,51801354332-6,M,Sobral,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2019
14118,51801354570-3,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14119,51802394541-4,M,Campinas,SP,2-Autoavaliação,2,Campinas/SP,2019
14120,51801394743-5,M,Cachoeira de Minas,MG,1-Mestrado/Doutorado,1,Poços de Caldas/MG,2019
14121,51801390061-5,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz/MA,2019
14122,51801394093-5,M,São Francisco,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2019
14123,51801372096-1,M,Palhoça,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2019
14124,51801377800-8,M,Pau dos Ferros,RN,1-Mestrado/Doutorado,1,Mossoró/RN,2019
14125,51801395085-3,M,Sorocaba,SP,1-Mestrado/Doutorado,1,Campinas/SP,2019
14126,51801397181-3,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14127,51801392324-7,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2019
14128,51801376636-1,M,São Paulo,SP,1-Mestrado/Doutorado,1,Bauru/SP,2019
14129,51801394105-9,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2019
14130,51801391849-3,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2019
14131,51801356433-6,M,Juiz de Fora,MG,1-Mestrado/Doutorado,1,Juiz de Fora/MG,2019
14132,51801386018-7,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2019
14133,51801379715-1,M,Campinas,SP,1-Mestrado/Doutorado,1,Campinas/SP,2019
14134,51801354396-5,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2019
14135,51801354125-3,M,Bauru,SP,1-Mestrado/Doutorado,1,Bauru/SP,2019
14136,51801374920-2,M,Ananindeua,PA,1-Mestrado/Doutorado,1,Belém/PA,2019
14137,51801363725-6,M,Ibitinga,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2019
14138,51801372827-2,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz/MA,2019
14139,51801354989-0,M,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2019
14140,51801374583-2,M,João Pessoa,PB,1-Mestrado/Doutorado,1,João Pessoa/PB,2019
14141,51801393630-3,M,Contagem,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14142,51801396794-9,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14143,51801380777-9,M,Araraquara,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2019
14144,51801393384-2,M,Alegrete,RS,1-Mestrado/Doutorado,1,Alegrete/RS,2019
14145,51801395341-2,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2019
14146,51801370702-6,M,São José do Rio Preto,SP,1-Mestrado/Doutorado,1,São José do Rio Preto/SP,2019
14147,51801364362-6,M,São José do Rio Preto,SP,1-Mestrado/Doutorado,1,São José do Rio Preto/SP,2019
14148,51801354629-0,M,Niterói,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2019
14149,51801396948-2,M,São Vicente,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14150,51801376138-5,M,Paranaíba,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2019
14151,51801354534-0,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2019
14152,51801396807-2,M,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2019
14153,51801354335-6,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2019
14154,51801370818-1,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2019
14155,51801354596-0,M,Belém,PA,1-Mestrado/Doutorado,1,Belém/PA,2019
14156,51801387968-0,M,Tijucas,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2019
14157,51801354316-0,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2019
14158,51801394269-5,M,Limoeiro do Norte,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2019
14159,51802397434-8,M,Quixadá,CE,2-Autoavaliação,2,Quixadá/CE,2019
14160,51801377101-7,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2019
14161,51801356616-4,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2019
14162,51801396108-1,M,Nova Erechim,SC,1-Mestrado/Doutorado,1,Chapecó/SC,2019
14163,51801394319-1,M,Niterói,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2019
14164,51801392553-6,M,Viçosa,MG,1-Mestrado/Doutorado,1,Viçosa/MG,2019
14165,51801396914-8,M,Engenho do Ribeiro -Bom Despacho,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14166,51801396390-0,M,Caxias do Sul,RS,1-Mestrado/Doutorado,1,Porto Alegre/RS,2019
14167,51801393801-3,M,Frederico Westphalen,RS,1-Mestrado/Doutorado,1,Chapecó/SC,2019
14168,51801376516-8,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2019
14169,51801354446-1,M,Caxias do Sul,RS,1-Mestrado/Doutorado,1,Porto Alegre/RS,2019
14170,51801362911-6,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2019
14171,51801393930-5,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2019
14172,51801354380-7,M,Marabá,PA,1-Mestrado/Doutorado,1,Marabá/PA,2019
14173,51801377375-9,M,Nova Andradina,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2019
14174,51801354148-0,M,Caicó,RN,1-Mestrado/Doutorado,1,Natal/RN,2019
14175,51801379860-0,M,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2019
14176,51801390611-8,M,São Francisco do Pará,PA,1-Mestrado/Doutorado,1,Belém/PA,2019
14177,51801394717-0,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2019
14178,51801354373-9,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2019
14179,51801355605-0,M,Aracati,CE,1-Mestrado/Doutorado,1,Mossoró/RN,2019
14180,51801393229-6,M,Arequipa,OU,1-Mestrado/Doutorado,1,Arequipa/PERU,2019
14181,51801393041-8,M,Ananindeua,PA,1-Mestrado/Doutorado,1,Belém/PA,2019
14182,51801370737-0,M,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2019
14183,51801394454-1,M,Jataí,GO,1-Mestrado/Doutorado,1,Jataí/GO,2019
14184,51801354123-3,M,Ipueira,RN,1-Mestrado/Doutorado,1,Natal/RN,2019
14185,51801394023-8,M,Quixadá,CE,1-Mestrado/Doutorado,1,Quixadá/CE,2019
14186,51801391941-0,M,Muzambinho,MG,1-Mestrado/Doutorado,1,Poços de Caldas/MG,2019
14187,51801354207-4,M,Várzea Alegre,CE,1-Mestrado/Doutorado,1,Quixadá/CE,2019
14188,51801394824-6,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2019
14189,51802355403-9,M,Teresina,PI,2-Autoavaliação,2,Teresina/PI,2019
14190,51801354434-3,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2019
14191,51801396915-8,M,Ourinhos,SP,1-Mestrado/Doutorado,1,Bauru/SP,2019
14192,51801390418-3,F,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2019
14193,51801354365-0,M,Pitanga,PR,1-Mestrado/Doutorado,1,Florianópolis/SC,2019
14194,51801392781-5,M,Cusco,OU,1-Mestrado/Doutorado,1,Arequipa/PERU,2019
14195,51801364950-1,M,Santa Maria,RS,1-Mestrado/Doutorado,1,Santa Maria/RS,2019
14196,51801395324-6,M,Aracati,CE,1-Mestrado/Doutorado,1,Mossoró/RN,2019
14197,51801394465-0,M,Jataí,GO,1-Mestrado/Doutorado,1,Jataí/GO,2019
14198,51801394385-9,M,Serra,ES,1-Mestrado/Doutorado,1,Vitória/ES,2019
14199,51801392653-3,M,Arequipa,OU,1-Mestrado/Doutorado,1,Arequipa/PERU,2019
14200,51801354461-8,M,Quixeramobim,CE,1-Mestrado/Doutorado,1,Quixadá/CE,2019
14201,51801393362-6,M,Araçu,GO,1-Mestrado/Doutorado,1,Goiânia/GO,2019
14202,51802394423-0,M,Arequipa,OU,2-Autoavaliação,2,Arequipa/PERU,2019
14203,51801394488-6,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2019
14204,51801391061-1,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre/RS,2019
14205,51801367913-8,M,Itajaí,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2019
14206,51801393871-0,M,Iguatu,CE,1-Mestrado/Doutorado,1,Quixadá/CE,2019
14207,51801362699-0,F,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2019
14208,51801354708-0,F,Capitão Poço,PA,1-Mestrado/Doutorado,1,Belém/PA,2019
14209,51801354703-0,F,São Bernardo do Campo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14210,51801394618-3,F,Serra,ES,1-Mestrado/Doutorado,1,Vitória/ES,2019
14211,51802388656-0,M,Biguaçu,SC,2-Autoavaliação,2,Florianópolis/SC,2019
14212,51801373222-5,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14213,51801354206-4,F,Angra dos Reis,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2019
14214,51801390088-1,F,Ananindeua,PA,1-Mestrado/Doutorado,1,Belém/PA,2019
14215,51801388903-7,F,São Miguel do Guamá,PA,1-Mestrado/Doutorado,1,Belém/PA,2019
14216,51801375638-5,F,Esperança,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2019
14217,51801395079-5,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2019
14218,51801354481-4,M,Tauá,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2019
14219,51801393643-1,M,Brasília,DF,1-Mestrado/Doutorado,1,Brasília/DF,2019
14220,51801395043-0,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14221,51801393318-5,M,Itajaí,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2019
14222,51801394197-2,M,São Vicente,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2019
14223,51801394092-5,M,Pelotas,RS,1-Mestrado/Doutorado,1,Pelotas/RS,2019
14224,51801365055-2,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14225,51801397474-7,M,Catalão,GO,1-Mestrado/Doutorado,1,Uberlândia/MG,2019
14226,51801393685-4,M,Ribeirão Preto,SP,1-Mestrado/Doutorado,1,Ribeirão Preto/SP,2019
14227,51801377064-9,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2019
14228,51801393675-6,F,Ribeirão das Neves,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14229,51801395192-9,F,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14230,51801354165-6,F,Apucarana,PR,1-Mestrado/Doutorado,1,Londrina/PR,2019
14231,51801366617-0,F,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14232,51801372994-7,M,Lima,OU,1-Mestrado/Doutorado,1,Lima/PERU,2019
